191,169,161
184,153,142
183,182,185
142,100,184
193,184,100
214,182,186
192,209,191
186,193,194
277,279,285
200,237,236
106,197,199
157,188,167
147,188,154
190,151,208
179,147,189
168,204,164
161,185,191
191,185,192
210,185,182
31,192,211
194,193,100
182,193,186
100,207,284
186,217,214
164,205,207
205,208,195
222,220,216
220,224,211
198,197,76
199,197,187
156,198,76
296,198,124
299,236,244
106,201,104
160,201,231
200,199,297
187,297,199
233,232,160
297,296,203
160,30,212
116,240,124
163,254,245
207,195,284
205,204,190
205,195,207
292,206,166
206,208,151
164,207,100
208,205,190
206,195,208
162,209,31
191,209,169
214,210,182
218,210,214
192,210,211
186,283,217
108,228,226
228,109,227
107,227,109
160,212,201
279,277,196
273,276,282
280,279,196
218,220,210
219,217,196
298,219,274
217,298,218
217,218,214
220,218,216
274,219,282
269,223,265
271,223,221
210,220,211
232,30,160
222,224,220
271,274,276
224,222,221
222,216,271
223,172,265
224,225,173
224,173,211
259,260,261
199,200,231
212,30,226
104,212,227
109,228,108
212,228,227
241,250,243
221,269,224
269,221,223
201,199,231
234,231,200
234,233,231
233,160,231
213,232,233
236,234,200
234,299,213
237,203,239
250,241,238
200,297,237
244,236,235
238,239,240
236,237,241
251,229,257
239,241,237
240,239,203
241,239,238
240,203,296
240,116,245
245,246,238
241,235,236
263,267,261
235,241,243
263,260,242
243,253,235
259,250,257
202,248,299
163,245,116
245,230,246
255,251,266
257,250,251
254,230,245
244,264,202
238,246,250
299,234,236
249,255,265
250,246,251
266,246,230
256,229,251
264,235,253
252,247,253
265,255,225
173,225,254
255,249,256
242,260,258
255,256,251
250,259,243
257,260,259
257,229,258
261,243,259
258,260,257
262,263,242
262,7,268
253,243,261
267,268,252
263,261,260
253,267,252
202,264,247
235,264,244
269,265,225
249,265,172
246,266,251
230,255,266
261,267,253
263,262,268
224,269,225
268,267,263
271,221,222
270,272,271
272,172,223
215,273,282
219,275,282
271,272,223
271,276,270
271,216,274
298,274,216
219,277,275
278,285,279
273,270,276
219,196,277
279,280,278
287,289,281
285,275,277
196,283,280
285,278,287
284,280,283
292,290,280
288,290,301
285,300,275
282,275,215
274,282,276
283,196,217
284,283,194
284,194,100
292,284,195
278,288,287
275,300,215
287,281,285
278,280,290
293,6,289
291,288,286
280,284,292
293,289,287
288,301,286
206,292,195
291,293,288
166,290,292
288,293,287
6,293,291
154,143,295
147,154,294
4,295,143
198,296,187
240,296,124
296,297,187
237,297,203
218,298,216
217,219,298
202,299,244
213,299,248
189,304,179
285,281,300
290,166,301
28,15,302
303,304,189
112,304,303
